1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,label
296,292,292,315,219,273,373.0,469.0,269.0,296.0,384.0,284.0,338.0,273.0,288.0,357.0,303.0,323.0,339.4,327.6,274.0,254.69767441860466,288.4418604651163,316.84615384615387,0.0,0.0,0.0,C
419,357,292,253,88,19,142.0,184.0,292.0,376.0,276.0,369.0,288.0,288.0,276.0,384.0,340.3333333333333,340.6666666666667,344.8,352.2,279.0,256.3953488372093,288.8837209302326,317.06410256410254,0.0,0.0,0.0,C
192,153,196,115,211,165,253.0,203.0,311.0,288.0,207.0,226.0,146.0,173.0,207.0,378.5,377.6666666666667,358.3333333333333,350.2,376.8,284.0,258.09302325581393,289.3255813953488,317.28205128205127,0.0,0.0,0.0,C
153,188,134,196,196,188,311.0,257.0,303.0,257.0,326.0,292.0,323.0,319.0,403.0,373.0,415.0,376.0,355.6,401.4,289.0,259.7906976744186,289.7674418604651,317.5,0.0,0.0,0.0,C
338,353,392,353,315,276,292.0,346.0,292.0,253.0,253.0,261.0,311.0,346.0,284.0,373.0,334.0,342.0,361.0,426.0,294.0,261.48837209302326,290.2093023255814,317.71794871794873,0.0,0.0,0.0,C
269,246,238,253,261,303,338.0,353.0,273.0,346.0,342.0,323.0,273.0,265.0,285.3333333333333,344.6666666666667,334.0,350.5,362.0,414.5,299.0,263.1860465116279,290.6511627906977,317.93589743589746,0.0,0.0,0.0,C
492,465,492,457,346,307,296.0,215.0,111.0,165.0,223.0,246.0,313.0,319.0,286.6666666666667,316.3333333333333,334.0,359.0,363.0,403.0,304.0,264.8837209302326,291.09302325581393,318.15384615384613,0.0,0.0,0.0,C
288,234,307,257,303,238,226.0,234.0,357.0,373.0,353.0,326.0,353.0,373.0,288.0,288.0,334.0,367.5,364.0,391.5,309.0,266.5813953488372,291.5348837209302,318.37179487179486,0.0,0.0,0.0,C
369,361,365,361,357,319,303.0,265.0,307.0,376.0,438.0,484.0,442.0,469.0,323.0,307.0,342.0,376.0,365.0,380.0,314.0,268.27906976744185,291.9767441860465,318.5897435897436,0.0,0.0,0.0,C
365,396,461,326,265,226,311.0,353.0,313.0,270.5,355.5,447.5,449.5,430.5,390.0,370.5,350.5,372.25,366.0,368.5,319.0,269.9767441860465,292.4186046511628,318.8076923076923,0.0,0.0,0.0,C
184,153,84,192,215,257,265.0,261.0,319.0,165.0,273.0,411.0,457.0,392.0,457.0,434.0,359.0,368.5,367.0,357.0,324.0,271.6744186046512,292.86046511627904,319.02564102564105,0.0,0.0,0.0,C
226,146,134,3,76,103,69.0,134.0,107.0,196.0,238.0,307.0,319.0,346.0,253.0,326.0,367.5,364.75,368.0,345.5,329.0,273.37209302325584,293.30232558139534,319.2435897435897,0.0,0.0,0.0,C
257,292,296,338,246,396,269.0,284.0,246.0,265.0,242.0,411.0,457.0,473.0,346.0,388.0,376.0,361.0,369.0,334.0,334.0,275.06976744186045,293.74418604651163,319.46153846153845,0.0,0.0,0.0,C
369,361,215,296,169,276,234.0,276.0,176.0,261.0,476.0,423.0,419.0,376.0,446.0,373.0,353.0,396.0,284.0,331.3333333333333,309.6666666666667,276.7674418604651,294.1860465116279,319.6794871794872,0.0,0.0,0.0,C
307,261,246,188,242,253,188.0,223.0,234.0,361.0,446.0,403.0,257.0,346.0,307.0,388.0,342.0,396.0,276.0,328.6666666666667,285.3333333333333,278.4651162790698,294.6279069767442,319.8974358974359,0.0,0.0,0.0,C
276,376,276,376,323,323,311.0,342.0,396.0,311.0,434.0,338.0,357.0,319.0,215.0,203.0,223.0,319.0,246.0,326.0,261.0,280.16279069767444,295.06976744186045,320.11538461538464,0.0,0.0,0.0,C
269,323,357,253,461,323,384.0,465.0,488.0,403.0,434.0,326.0,353.0,223.0,292.0,273.0,211.0,361.0,332.5,316.90909090909093,269.7857142857143,281.86046511627904,295.51162790697674,320.3333333333333,0.0,0.0,0.0,C
226,342,219,269,323,296,311.0,246.0,415.0,292.0,296.0,215.0,315.0,303.0,338.0,426.0,376.0,403.0,419.0,307.8181818181818,278.57142857142856,283.5581395348837,295.95348837209303,320.55128205128204,0.0,0.0,0.0,C
334,269,226,246,153,246,203.0,234.0,215.0,153.0,223.0,326.0,361.0,419.0,423.0,376.0,392.0,373.0,261.0,298.72727272727275,287.3571428571429,285.25581395348837,296.3953488372093,320.7692307692308,0.0,0.0,0.0,C
292,253,273,211,284,342,353.0,396.0,284.0,434.0,365.0,311.0,403.0,226.0,319.0,273.0,423.0,349.6666666666667,259.6666666666667,289.6363636363636,296.14285714285717,286.95348837209303,296.83720930232556,320.9871794871795,0.0,0.0,0.0,C
323,253,169,296,165,215,211.0,261.0,196.0,392.0,407.0,419.0,357.0,353.0,273.0,407.0,326.0,326.3333333333333,258.3333333333333,280.54545454545456,304.92857142857144,288.6511627906977,297.27906976744185,321.2051282051282,0.0,0.0,0.0,C
423,473,265,326,223,315,288.0,338.0,338.0,438.0,373.0,334.0,396.0,423.0,296.0,415.0,323.0,303.0,257.0,271.45454545454544,313.7142857142857,290.3488372093023,297.72093023255815,321.4230769230769,0.0,0.0,0.0,C
253,303,396,153,288,165,288.0,434.0,426.0,403.0,411.0,411.0,419.0,296.0,284.0,356.0,273.0,303.0,255.66666666666666,262.3636363636364,322.5,292.04651162790697,298.16279069767444,321.64102564102564,0.0,0.0,0.0,C
253,269,146,423,203,346,423.0,438.0,392.0,342.0,446.0,326.0,196.0,276.0,211.0,297.0,223.0,303.0,254.33333333333334,253.27272727272725,331.2857142857143,293.74418604651163,298.6046511627907,321.85897435897436,0.0,0.0,0.0,C
265,265,184,246,242,284,342.0,215.0,296.0,423.0,311.0,407.0,376.0,365.0,238.0,238.0,173.0,303.0,253.0,244.1818181818182,340.07142857142856,295.4418604651163,299.04651162790697,322.0769230769231,0.0,0.0,0.0,C
269,276,242,211,276,142,288.0,396.0,353.0,461.0,303.0,376.0,276.0,457.0,326.0,353.0,326.0,434.0,307.0,235.09090909090907,348.8571428571429,297.1395348837209,299.48837209302326,322.2948717948718,0.0,0.0,0.0,C
403,246,138,269,203,273,253.0,392.0,311.0,353.0,369.0,403.0,373.0,442.0,403.0,369.0,238.0,223.0,346.0,226.0,357.64285714285717,298.83720930232556,299.93023255813955,322.5128205128205,0.0,0.0,0.0,C
407,353,176,184,76,57,76.0,146.0,207.0,353.0,342.0,315.0,234.0,357.0,196.0,284.0,338.0,317.0,359.5,251.66666666666666,366.42857142857144,300.5348837209302,300.37209302325584,322.7307692307692,0.0,0.0,0.0,C
338,373,261,323,276,269,234.0,353.0,273.0,238.0,307.0,311.0,338.0,292.0,288.0,292.0,288.0,411.0,373.0,277.3333333333333,375.2142857142857,302.2325581395349,300.8139534883721,322.94871794871796,0.0,0.0,0.0,C
226,319,307,353,365,265,315.0,161.0,346.0,353.0,369.0,276.0,384.0,423.0,261.0,303.0,303.0,303.0,369.0,303.0,384.0,303.93023255813955,301.25581395348837,323.1666666666667,0.0,0.0,0.0,C
415,296,346,307,234,269,338.0,315.0,319.0,434.0,361.0,419.0,334.0,388.0,342.0,357.0,281.6,270.0,352.8,296.75,382.84615384615387,305.62790697674416,301.69767441860466,323.38461538461536,0.0,0.0,0.0,C
396,342,338,496,419,11,234.0,245.5,242.0,344.3333333333333,280.3333333333333,310.0,275.0,347.5,304.5,319.5,260.2,237.0,336.6,290.5,381.6923076923077,307.3255813953488,302.13953488372096,323.6025641025641,0.0,0.0,0.0,C
107,34,176,161,157,296,234.0,176.0,165.0,254.66666666666666,199.66666666666666,201.0,216.0,307.0,267.0,282.0,238.8,204.0,320.4,284.25,380.53846153846155,309.0232558139535,302.5813953488372,323.8205128205128,0.0,0.0,0.0,C
338,396,403,115,161,303,303.0,284.0,292.0,165.0,119.0,92.0,157.0,266.5,229.5,244.5,217.4,171.0,304.2,278.0,379.38461538461536,310.72093023255815,303.0232558139535,324.03846153846155,0.0,0.0,0.0,C
253,234,165,126,88,34,73.0,188.0,192.0,326.0,342.0,334.0,211.0,226.0,192.0,207.0,196.0,138.0,288.0,271.75,378.2307692307692,312.4186046511628,303.4651162790698,324.2564102564103,0.0,0.0,0.0,C
373,442,342,311,234,257,242.0,453.0,434.0,403.0,369.0,288.0,269.0,161.0,126.0,269.0,255.5,207.0,327.6666666666667,265.5,377.0769230769231,314.1162790697674,303.90697674418607,324.474358974359,0.0,0.0,0.0,C
69,138,173,215,192,238,207.0,338.0,357.0,465.0,346.0,323.0,392.0,326.0,353.0,246.0,315.0,276.0,367.3333333333333,259.25,375.9230769230769,315.8139534883721,304.3488372093023,324.6923076923077,0.0,0.0,0.0,C
342,288,457,276,361,273,211.0,107.0,196.0,61.0,165.0,438.0,473.0,334.0,423.0,296.0,369.0,242.0,407.0,253.0,374.7692307692308,317.51162790697674,304.7906976744186,324.9102564102564,0.0,0.0,0.0,C
234,319,273,353,234,196,342.0,388.0,411.0,396.0,342.0,373.0,311.0,261.0,153.0,319.0,363.6666666666667,268.2,389.4,297.6,373.61538461538464,319.2093023255814,305.2325581395349,325.12820512820514,0.0,0.0,0.0,C
265,346,242,338,246,288,219.0,226.0,276.0,284.0,384.0,423.0,288.0,372.5,299.5,342.0,358.3333333333333,294.4,371.8,342.2,372.46153846153845,320.90697674418607,305.6744186046512,325.34615384615387,0.0,0.0,0.0,C
211,61,103,111,196,269,153.0,169.0,484.0,396.0,476.0,357.0,496.0,484.0,446.0,365.0,353.0,320.6,354.2,386.8,371.3076923076923,322.6046511627907,306.1162790697674,325.56410256410254,0.0,0.0,0.0,C
365,407,253,234,261,242,311.0,473.0,373.0,253.0,234.0,215.0,276.0,413.0,305.5,342.0,309.0,346.8,336.6,431.4,370.15384615384613,324.30232558139534,306.5581395348837,325.78205128205127,0.0,0.0,0.0,C
284,353,269,388,307,315,219.0,315.0,273.0,403.0,126.0,188.0,207.0,342.0,165.0,319.0,265.0,373.0,319.0,476.0,369.0,326.0,307.0,326.0,0.0,0.0,0.0,C
342,338,446,342,411,473,453.0,419.0,434.0,388.0,442.0,207.0,288.0,265.0,346.0,292.0,373.0,242.0,321.5,477.3333333333333,361.3333333333333,339.2857142857143,305.77777777777777,324.0952380952381,0.0,0.0,0.0,C
223,246,207,384,319,219,146.0,261.0,211.0,488.0,326.0,488.0,342.0,357.0,419.0,246.0,203.0,369.0,324.0,478.6666666666667,353.6666666666667,352.57142857142856,304.55555555555554,322.1904761904762,0.0,0.0,0.0,C
407,284,326,265,373,242,261.0,469.0,484.0,311.0,373.0,357.0,253.0,334.0,311.0,282.5,288.0,343.3333333333333,326.5,480.0,346.0,365.8571428571429,303.3333333333333,320.2857142857143,0.0,0.0,0.0,C
473,184,219,88,3,161,126.0,242.0,342.0,373.0,334.0,403.0,369.0,369.0,473.0,319.0,373.0,317.6666666666667,329.0,481.3333333333333,338.3333333333333,379.14285714285717,302.1111111111111,318.3809523809524,0.0,0.0,0.0,C
184,219,126,165,215,373,296.0,357.0,184.0,273.0,473.0,273.0,403.0,311.0,407.0,311.0,419.0,292.0,331.5,482.6666666666667,330.6666666666667,392.42857142857144,300.8888888888889,316.4761904761905,0.0,0.0,0.0,C
334,188,246,211,246,219,192.0,119.0,134.0,161.0,311.0,273.0,423.0,407.0,384.0,357.0,265.0,415.0,334.0,484.0,323.0,405.7142857142857,299.6666666666667,314.57142857142856,0.0,0.0,0.0,C
338,338,296,261,353,273,296.0,303.0,284.0,288.0,234.0,384.0,284.0,307.0,376.0,361.0,269.0,438.0,384.0,369.0,438.0,419.0,298.44444444444446,312.6666666666667,0.0,0.0,0.0,C
376,276,238,219,253,334,376.0,411.0,484.0,426.0,342.0,269.0,284.0,396.0,376.0,378.5,353.5,363.0,403.5,363.0,445.5,313.0,297.22222222222223,310.76190476190476,0.0,0.0,0.0,C
296,226,311,203,226,84,211.0,357.0,303.0,353.0,457.0,388.0,453.0,388.0,369.0,396.0,438.0,288.0,423.0,357.0,453.0,207.0,296.0,308.85714285714283,0.0,0.0,0.0,C
392,384,307,207,161,253,411.0,388.0,369.0,496.0,446.0,473.0,353.0,426.0,396.0,296.0,392.0,342.0,369.0,363.0,416.0,209.875,293.8125,306.95238095238096,0.0,0.0,0.0,C
238,142,303,276,273,196,284.0,257.0,211.0,219.0,342.0,426.0,407.0,476.0,442.0,488.0,434.0,396.0,315.0,369.0,379.0,212.75,291.625,305.04761904761904,0.0,0.0,0.0,C
342,142,169,111,157,103,111.0,111.0,157.0,265.0,273.0,246.0,365.0,365.0,492.0,342.0,484.0,484.0,496.0,365.0,342.0,215.625,289.4375,303.14285714285717,0.0,0.0,0.0,C
184,169,115,192,184,146,103.0,115.0,61.0,184.0,492.0,496.0,488.0,469.0,484.0,396.0,303.0,388.0,246.0,323.0,375.3333333333333,218.5,287.25,301.23809523809524,0.0,0.0,0.0,C
46,3,76,211,265,203,288.0,238.0,238.0,238.0,261.0,288.0,403.0,392.0,457.0,484.0,313.0,345.5,282.5,334.5,408.6666666666667,221.375,285.0625,299.3333333333333,0.0,0.0,0.0,C
311,223,246,126,276,219,261.0,196.0,253.0,269.0,476.0,346.0,446.0,388.0,446.0,411.0,323.0,303.0,319.0,346.0,442.0,224.25,282.875,297.42857142857144,0.0,0.0,0.0,C
215,307,276,288,319,323,384.0,323.0,203.0,226.0,226.0,423.0,438.0,261.0,434.0,346.0,361.0,334.0,292.0,211.0,319.0,227.125,280.6875,295.5238095238095,0.0,0.0,0.0,C
384,346,319,284,426,242,357.0,242.0,215.0,276.0,257.0,338.0,365.0,288.0,320.5,392.0,372.5,386.0,382.5,318.5,329.0,230.0,278.5,293.6190476190476,0.0,0.0,0.0,C
365,357,319,157,273,223,203.0,138.0,246.0,138.0,288.0,253.0,292.0,315.0,207.0,438.0,384.0,438.0,473.0,426.0,339.0,232.875,276.3125,291.7142857142857,0.0,0.0,0.0,C
292,292,253,188,134,338,176.0,257.0,303.0,315.0,215.0,315.0,338.0,346.0,442.0,413.0,384.0,357.3333333333333,385.6666666666667,435.0,349.0,235.75,274.125,289.8095238095238,0.0,0.0,0.0,C
469,353,38,88,61,373,326.0,342.0,223.0,488.0,353.0,365.0,292.0,453.0,426.0,388.0,384.0,276.66666666666663,298.33333333333337,444.0,359.0,238.625,271.9375,287.9047619047619,0.0,0.0,0.0,C
434,415,238,407,319,246,207.0,157.0,315.0,269.0,403.0,284.0,465.0,292.0,465.0,392.0,384.0,196.0,211.0,453.0,369.0,241.5,269.75,286.0,0.0,0.0,0.0,C
369,234,323,238,284,184,111.0,146.0,396.0,419.0,457.0,434.0,426.0,434.0,365.0,369.0,349.5,222.75,242.75,416.5,337.25,244.375,267.5625,284.0952380952381,0.0,0.0,0.0,C
292,423,276,361,296,207,34.0,176.0,376.0,265.0,388.0,292.0,434.0,211.0,319.0,346.0,315.0,249.5,274.5,380.0,305.5,247.25,265.375,282.1904761904762,0.0,0.0,0.0,C
338,292,211,211,173,138,215.0,269.0,246.0,203.0,353.0,296.0,323.0,307.0,261.0,269.0,340.0,276.25,306.25,343.5,273.75,250.125,263.1875,280.2857142857143,0.0,0.0,0.0,C
346,465,376,269,219,234,234.0,265.0,296.0,303.0,346.0,403.0,357.0,438.0,419.0,319.0,365.0,303.0,338.0,307.0,242.0,253.0,261.0,278.3809523809524,0.0,0.0,0.0,C
326,273,242,153,346,319,434.0,469.0,476.0,465.0,392.0,426.0,388.0,404.6666666666667,417.6666666666667,347.0,334.3333333333333,273.6666666666667,320.0,276.3333333333333,248.33333333333334,269.0833333333333,273.5,276.4761904761905,0.0,0.0,0.0,C
369,146,188,153,203,203,219.0,219.0,192.0,292.0,357.0,357.0,476.0,371.3333333333333,416.3333333333333,375.0,303.6666666666667,244.33333333333334,302.0,245.66666666666666,254.66666666666666,285.1666666666667,286.0,274.57142857142856,0.0,0.0,0.0,C
219,253,238,169,223,238,307.0,288.0,326.0,334.0,396.0,215.0,288.0,338.0,415.0,403.0,273.0,215.0,284.0,215.0,261.0,301.25,298.5,272.6666666666667,0.0,0.0,0.0,C
234,319,296,269,253,188,273.0,246.0,311.0,434.0,342.0,357.0,403.0,411.0,457.0,303.0,315.0,323.0,311.0,233.0,275.0,317.3333333333333,311.0,270.76190476190476,0.0,0.0,0.0,C
219,226,319,288,234,219,303.0,319.0,276.0,319.0,184.0,307.0,388.0,284.0,373.0,311.0,273.0,284.0,338.0,251.0,289.0,333.41666666666663,323.5,268.8571428571429,0.0,0.0,0.0,C
265,215,315,242,253,257,284.0,319.0,423.0,438.0,469.0,496.0,324.5,286.0,342.0,284.0,282.5,245.5,355.5,269.0,303.0,349.5,336.0,266.95238095238096,0.0,0.0,0.0,C
26,34,103,69,138,165,219.0,288.0,223.0,419.0,273.0,307.0,261.0,288.0,311.0,257.0,292.0,207.0,373.0,287.0,317.0,365.5833333333333,348.5,265.04761904761904,0.0,0.0,0.0,C
265,269,296,323,307,273,138.0,253.0,284.0,292.0,334.0,457.0,465.0,384.0,396.0,351.5,338.0,334.0,357.5,305.0,331.0,381.66666666666663,361.0,263.14285714285717,0.0,0.0,0.0,C
288,353,315,334,292,357,223.0,311.0,192.0,273.0,207.0,269.0,376.0,242.0,469.0,446.0,384.0,461.0,342.0,323.0,345.0,397.75,373.5,261.23809523809524,0.0,0.0,0.0,C
215,215,226,303,346,103,273.0,276.0,303.0,353.0,342.0,369.0,311.0,242.0,269.0,292.0,407.0,215.0,353.0,313.0,359.0,413.8333333333333,386.0,259.33333333333337,0.0,0.0,0.0,C
361,173,103,203,303,492,326.0,411.0,284.0,338.0,184.0,438.0,384.0,496.0,473.0,423.0,411.0,315.0,484.0,303.0,373.0,429.91666666666663,398.5,257.42857142857144,0.0,0.0,0.0,C
123,246,196,157,169,173,165.0,257.0,203.0,311.0,303.0,334.0,192.0,369.0,303.0,346.0,384.0,438.0,384.0,476.0,357.0,446.0,411.0,255.52380952380952,0.0,0.0,0.0,C
453,369,223,192,234,407,342.0,207.0,276.0,226.0,261.0,346.0,384.0,492.0,396.0,476.0,446.0,361.0,442.0,389.5,379.0,425.75,423.5,253.61904761904762,0.0,0.0,0.0,C
353,365,326,273,288,234,246.0,269.0,134.0,288.0,323.0,319.0,284.0,392.0,284.0,307.0,207.0,303.0,188.0,303.0,401.0,405.5,436.0,251.71428571428572,0.0,0.0,0.0,C
373,215,315,296,338,334,319.0,265.0,323.0,223.0,392.0,269.0,338.0,373.0,411.0,288.0,365.0,219.0,334.0,307.0,423.0,385.25,448.5,249.8095238095238,0.0,0.0,0.0,C
338,265,407,226,326,307,361.0,265.0,415.0,269.0,238.0,173.0,315.0,476.0,415.0,419.0,342.0,465.0,303.0,319.0,492.0,365.0,461.0,247.90476190476193,0.0,0.0,0.0,C
338,188,303,196,384,319,419.0,284.0,365.0,226.0,346.0,215.0,415.0,288.0,384.0,269.0,392.0,269.0,357.0,223.0,357.0,273.0,276.0,246.0,411.0,0.0,0.0,C
492,476,242,146,296,142,211.0,226.0,307.0,484.0,315.0,346.0,196.0,338.0,315.0,338.0,273.0,265.0,342.0,255.5,349.5,332.5,331.3333333333333,275.3333333333333,404.55555555555554,0.0,0.0,C
357,438,365,315,373,319,303.0,207.0,292.0,357.0,311.0,392.0,265.0,384.0,365.0,353.0,296.0,403.0,269.0,288.0,342.0,392.0,386.6666666666667,304.6666666666667,398.1111111111111,0.0,0.0,C
257,334,323,303,392,326,342.0,234.0,411.0,315.0,242.0,323.0,203.0,261.0,323.0,338.0,303.0,423.0,288.0,376.0,469.0,346.0,442.0,334.0,391.6666666666667,0.0,0.0,C
407,288,292,284,311,346,211.0,238.0,361.0,226.0,442.0,361.0,361.0,323.0,376.0,407.0,411.0,415.0,426.0,438.0,423.0,492.0,434.0,361.0,385.22222222222223,0.0,0.0,C
138,53,138,207,376,365,446.0,373.0,388.0,242.0,384.0,453.0,423.0,465.0,311.0,384.0,369.0,396.0,419.0,346.0,488.0,361.0,334.0,369.0,378.77777777777777,0.0,0.0,C
188,165,253,261,373,319,242.0,161.0,226.0,111.0,257.0,369.0,338.0,388.0,426.0,384.0,311.0,315.0,323.0,384.0,338.0,361.0,296.0,352.5,372.3333333333333,0.0,0.0,C
226,242,246,246,211,238,184.0,238.0,184.0,146.0,234.0,323.0,426.0,365.0,357.0,334.0,238.0,276.0,388.0,376.0,365.0,330.3333333333333,331.6666666666667,336.0,365.8888888888889,0.0,0.0,C
188,176,246,273,226,234,238.0,284.0,246.0,315.0,461.0,415.0,461.0,461.0,442.0,322.5,207.0,255.0,355.5,336.0,351.5,299.6666666666667,367.3333333333333,319.5,359.44444444444446,0.0,0.0,C
338,173,246,246,392,292,296.0,269.0,273.0,88.0,238.0,146.0,173.0,19.0,184.0,311.0,176.0,234.0,323.0,296.0,338.0,269.0,403.0,303.0,353.0,0.0,0.0,C
188,123,246,173,211,173,346.0,269.0,384.0,342.0,269.0,246.0,323.0,223.0,176.0,311.0,303.0,361.0,376.0,453.0,411.0,442.0,391.57142857142856,303.18461538461537,351.63013698630135,0.0,0.0,C
23,57,92,76,192,46,15.0,103.0,326.0,142.0,123.0,115.0,157.0,138.0,292.0,311.0,384.0,361.0,414.5,466.0,408.0,429.8333333333333,380.14285714285717,303.3692307692308,350.26027397260276,0.0,0.0,C
326,342,242,284,207,307,165.0,276.0,157.0,157.0,238.0,142.0,203.0,138.0,288.0,338.0,319.0,361.0,453.0,479.0,405.0,417.6666666666667,368.7142857142857,303.55384615384617,348.8904109589041,0.0,0.0,C
261,153,284,311,346,261,238.0,338.0,184.0,357.0,426.0,296.0,107.0,96.0,69.0,184.0,184.0,353.0,311.0,492.0,402.0,405.5,357.2857142857143,303.73846153846154,347.52054794520546,0.0,0.0,C
426,415,284,238,84,215,188.0,157.0,261.0,207.0,184.0,253.0,334.0,476.0,165.0,159.0,274.5,299.5,386.0,449.5,399.0,393.3333333333333,345.85714285714283,303.9230769230769,346.1506849315069,0.0,0.0,C
373,361,273,334,242,269,261.0,211.0,226.0,46.0,265.0,203.0,226.0,326.0,261.0,134.0,365.0,246.0,461.0,407.0,396.0,381.1666666666667,334.42857142857144,304.10769230769233,344.7808219178082,0.0,0.0,C
373,361,269,323,265,165,146.0,269.0,215.0,173.0,276.0,465.0,411.0,461.0,315.0,476.0,388.0,403.0,419.0,457.0,388.0,369.0,323.0,304.2923076923077,343.4109589041096,0.0,0.0,C
319,319,211,296,257,126,207.0,238.0,307.0,346.0,353.0,323.0,311.0,284.0,365.0,326.0,388.0,369.0,446.0,442.0,385.8888888888889,371.27272727272725,325.1458333333333,304.4769230769231,342.041095890411,0.0,0.0,C
303,211,196,173,173,207,303.0,253.0,273.0,246.0,376.0,442.0,473.0,457.0,365.0,438.0,373.0,365.0,435.6666666666667,418.8,383.77777777777777,373.54545454545456,327.2916666666667,304.66153846153844,340.67123287671234,0.0,0.0,C
207,184,92,65,65,96,138.0,123.0,334.0,207.0,315.0,323.0,465.0,457.0,446.0,461.0,388.0,361.0,425.3333333333333,395.6,381.6666666666667,375.8181818181818,329.4375,304.84615384615387,339.3013698630137,0.0,0.0,C
234,269,157,173,46,215,203.0,273.0,246.0,342.0,353.0,353.0,215.0,242.0,296.0,492.0,488.0,496.0,415.0,372.4,379.55555555555554,378.09090909090907,331.5833333333333,305.03076923076924,337.93150684931504,0.0,0.0,C
326,303,184,169,238,165,284.0,292.0,396.0,246.0,284.0,311.0,396.0,357.0,323.0,311.0,288.0,288.0,395.5,349.2,377.44444444444446,380.3636363636364,333.7291666666667,305.2153846153846,336.56164383561645,0.0,0.0,C
407,288,238,226,311,257,315.0,303.0,257.0,288.0,226.0,276.0,311.0,446.0,384.0,419.0,396.0,438.0,376.0,326.0,375.3333333333333,382.6363636363636,335.875,305.4,335.1917808219178,0.0,0.0,C
307,215,123,211,207,211,234.0,223.0,211.0,219.0,319.0,284.0,276.0,365.0,273.0,361.0,374.5,382.0,364.5,361.0,373.22222222222223,384.90909090909093,338.0208333333333,305.5846153846154,333.82191780821915,0.0,0.0,C
311,223,373,319,311,176,226.0,184.0,211.0,173.0,323.0,311.0,384.0,253.0,242.0,219.0,353.0,326.0,353.0,396.0,371.1111111111111,387.1818181818182,340.1666666666667,305.7692307692308,332.45205479452056,0.0,0.0,C
461,388,276,161,134,188,323.0,311.0,346.0,326.0,311.0,169.0,388.0,396.0,369.0,396.0,388.0,296.0,384.0,407.0,369.0,389.45454545454544,342.3125,305.95384615384614,331.0821917808219,0.0,0.0,C
334,388,246,165,146,269,188.0,296.0,273.0,361.0,396.0,357.0,292.0,453.0,361.0,352.3333333333333,354.6666666666667,313.25,371.8,395.5,369.3636363636364,391.72727272727275,344.4583333333333,306.1384615384615,329.71232876712327,0.0,0.0,C
303,119,126,161,134,165,269.0,246.0,326.0,384.0,346.0,353.0,53.0,326.0,353.0,308.6666666666667,321.3333333333333,330.5,359.6,384.0,369.72727272727275,394.0,346.6041666666667,306.32307692307694,328.3424657534247,0.0,0.0,C
442,469,365,419,411,488,396.0,403.0,373.0,392.0,326.0,388.0,338.0,442.0,261.0,265.0,288.0,347.75,347.4,372.5,370.09090909090907,396.27272727272725,348.75,306.5076923076923,326.972602739726,0.0,0.0,C
376,303,311,346,353,261,246.0,234.0,315.0,219.0,296.0,169.0,126.0,103.0,223.0,234.0,261.0,365.0,335.2,361.0,370.45454545454544,398.54545454545456,350.8958333333333,306.6923076923077,325.6027397260274,0.0,0.0,C
326,238,203,226,315,273,307.0,288.0,296.0,219.0,219.0,342.0,446.0,384.0,373.0,142.0,192.0,369.0,323.0,349.5,370.8181818181818,400.8181818181818,353.0416666666667,306.87692307692305,324.2328767123288,0.0,0.0,C
403,257,303,342,369,403,326.0,384.0,419.0,396.0,419.0,373.0,361.0,261.0,323.0,357.0,392.0,365.0,415.0,338.0,371.1818181818182,403.0909090909091,355.1875,307.0615384615385,322.86301369863014,0.0,0.0,C
438,334,307,265,253,288,265.0,261.0,242.0,273.0,353.0,273.0,142.0,276.0,315.0,338.0,353.0,357.0,388.0,326.5,371.54545454545456,405.3636363636364,357.3333333333333,307.24615384615385,321.4931506849315,0.0,0.0,C
373,246,234,319,307,426,346.0,311.0,388.0,392.0,353.0,307.0,257.0,184.0,257.0,246.0,307.0,361.0,361.0,315.0,371.90909090909093,407.6363636363636,359.4791666666667,307.4307692307692,320.1232876712329,0.0,0.0,C
353,211,219,369,407,373,334.0,438.0,376.0,403.0,369.0,342.0,373.0,357.0,315.0,392.0,353.0,315.0,261.0,257.0,372.27272727272725,409.90909090909093,361.625,307.61538461538464,318.75342465753425,0.0,0.0,C
242,257,223,319,319,323,276.0,288.0,319.0,415.0,323.0,323.0,334.0,342.0,403.0,407.0,388.0,338.0,317.0,315.0,372.6363636363636,412.1818181818182,363.7708333333333,307.8,317.3835616438356,0.0,0.0,C
376,261,319,276,223,365,292.0,292.0,273.0,288.0,261.0,473.0,346.0,211.0,173.0,257.0,223.0,361.0,373.0,373.0,373.0,414.45454545454544,365.9166666666667,307.9846153846154,316.013698630137,0.0,0.0,C
388,369,242,238,176,296,365.0,361.0,292.0,292.0,253.0,373.0,292.0,253.0,261.0,334.0,326.0,353.0,288.0,296.0,284.0,416.72727272727275,368.0625,308.16923076923075,314.64383561643837,0.0,0.0,C
357,365,257,207,311,257,365.0,392.0,215.0,303.0,303.0,361.0,396.0,303.0,276.0,265.0,196.0,265.0,342.0,353.0,357.0,419.0,370.2083333333333,308.3538461538462,313.2739726027397,0.0,0.0,C
288,261,423,276,276,342,238.0,338.0,484.0,442.0,211.0,211.0,265.0,334.0,284.0,265.0,249.5,265.0,334.0,322.3333333333333,352.0,408.57142857142856,372.3541666666667,308.53846153846155,311.9041095890411,0.0,0.0,C
