1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,label
292,303,319.0,192.0,234.0,192.0,203.0,257.0,238.0,253.0,223.0,288.0,296.0,253.0,269.0,215.0,176.0,361.0,223.0,365.0,376.0,272.3333333333333,263.6666666666667,B
446,346,361.0,276.0,338.0,203.0,265.0,246.0,419.0,265.0,365.0,311.0,361.0,307.0,384.0,273.0,292.0,253.0,242.0,253.0,333.75,280.0,274.5,B
338,269,438.0,384.0,269.0,246.0,234.0,269.0,253.0,357.0,315.0,411.0,338.0,315.0,303.0,311.0,346.0,319.0,342.0,357.0,291.5,287.6666666666667,285.3333333333333,B
284,426,353.0,311.0,42.0,192.0,338.0,242.0,176.0,219.0,307.0,134.0,196.0,165.0,211.0,173.0,219.0,169.0,184.0,351.5,249.25,295.3333333333333,296.1666666666667,B
257,369,238.0,365.0,303.0,269.0,203.0,296.0,338.0,323.0,257.0,311.0,284.0,319.0,303.0,338.0,296.0,288.0,338.0,346.0,207.0,303.0,307.0,B
384,392,326.0,265.0,211.0,238.0,273.0,292.0,173.0,388.0,323.0,296.0,273.0,226.0,303.0,334.0,265.0,272.5,290.0,321.0,270.5,309.0,311.0,B
238,342,211.0,384.0,315.0,284.0,211.0,296.0,161.0,223.0,292.0,276.0,161.0,207.0,276.0,234.0,396.0,257.0,242.0,296.0,334.0,315.0,315.0,B
388,284,373.0,369.0,226.0,315.0,346.0,276.0,315.0,261.0,276.0,203.0,88.0,207.0,226.0,303.0,338.0,265.0,269.0,234.0,323.0,292.0,319.0,B
453,253,365.0,276.0,384.0,373.0,434.0,373.0,373.0,253.0,211.0,219.0,238.0,184.0,338.0,311.0,373.0,303.0,357.0,311.0,373.0,334.0,323.0,B
311,296,273.0,361.0,292.0,303.0,223.0,169.0,253.0,238.0,326.0,176.0,257.0,384.0,319.0,426.0,334.0,315.0,269.0,411.0,357.0,343.6666666666667,324.8333333333333,B
376,242,365.0,261.0,423.0,320.5,207.5,196.0,249.5,207.0,164.5,157.0,172.5,263.0,217.0,351.0,305.0,313.0,278.5,374.5,373.2,353.3333333333333,326.6666666666667,B
415,434,369.0,238.0,273.0,338.0,192.0,223.0,246.0,176.0,3.0,138.0,88.0,142.0,115.0,276.0,276.0,311.0,288.0,338.0,389.4,363.0,328.5,B
365,265,246.0,211.0,353.0,203.0,288.0,319.0,315.0,53.0,42.0,153.0,111.0,238.0,157.0,334.0,188.0,434.0,315.0,376.0,405.6,372.6666666666667,330.3333333333333,B
407,296,315.0,376.0,369.0,365.0,346.0,326.0,223.0,276.0,296.0,138.0,34.0,23.0,165.0,173.0,392.0,407.0,342.0,355.0,421.8,382.3333333333333,332.1666666666667,B
288,342,269.0,403.0,338.0,326.0,369.0,196.0,365.0,292.0,346.0,226.0,307.0,207.0,226.0,207.0,326.0,288.0,369.0,334.0,438.0,392.0,334.0,B
319,326,273.0,353.0,276.0,161.0,338.0,219.0,369.0,288.0,338.0,265.0,292.0,253.0,311.0,226.5,364.5,272.5,401.5,274.5,353.5,297.5,305.0,B
465,311,373.0,273.0,342.0,303.0,261.0,134.0,196.0,192.0,203.0,226.0,403.0,215.0,265.0,246.0,403.0,257.0,434.0,215.0,269.0,203.0,276.0,B
346,307,396.0,303.0,269.0,246.0,292.0,173.0,288.0,346.0,196.0,296.0,246.0,315.0,261.0,346.0,288.0,373.0,246.0,403.0,357.5,230.66666666666666,286.3333333333333,B
353,242,284.0,303.0,257.0,326.0,226.0,342.0,207.0,353.0,273.0,303.0,257.0,153.0,169.0,257.0,261.0,369.0,361.0,369.0,446.0,258.3333333333333,296.6666666666667,B
369,357,438.0,334.0,311.0,338.0,338.0,334.0,242.0,146.0,188.0,223.0,292.0,442.0,357.0,338.0,496.0,353.0,368.5,338.0,424.5,286.0,307.0,B
311,173,296.0,257.0,284.0,257.0,215.0,192.0,238.0,253.0,126.0,153.0,203.0,384.0,365.0,196.0,303.0,357.0,376.0,307.0,403.0,313.6666666666667,317.3333333333333,B
273,307,384.0,269.0,246.0,434.0,284.0,192.0,323.0,176.0,246.0,153.0,192.0,196.0,365.0,373.0,319.0,319.0,342.0,359.0,353.0,341.33333333333337,327.6666666666667,B
226,276,238.0,376.0,238.0,319.0,307.0,342.0,288.0,253.0,284.0,334.0,307.0,257.0,119.0,138.0,292.0,342.0,326.0,411.0,303.0,369.0,338.0,B
338,342,369.0,396.0,303.0,384.0,265.0,196.0,242.0,257.0,111.0,234.0,288.0,346.0,361.0,423.0,353.0,376.0,238.0,273.0,369.0,265.0,334.0,B
342,288,303.0,303.0,296.0,169.0,238.0,211.0,253.0,46.0,207.0,315.0,342.0,234.0,288.0,323.0,284.0,338.0,283.0,293.3333333333333,371.3333333333333,274.125,331.9230769230769,B
296,353,284.0,392.0,288.0,223.0,257.0,334.0,207.0,169.0,88.0,123.0,215.0,292.0,403.0,357.0,278.5,326.5,328.0,313.6666666666667,373.6666666666667,283.25,329.84615384615387,B
373,453,434.0,423.0,376.0,457.0,396.0,276.0,369.0,419.0,292.0,161.0,276.0,276.0,315.0,242.0,273.0,315.0,373.0,334.0,376.0,292.375,327.7692307692308,B
492,469,311.0,257.0,157.0,115.0,192.0,223.0,103.0,173.0,173.0,288.0,296.0,196.0,319.0,261.0,261.0,353.0,396.0,369.0,363.3333333333333,301.5,325.6923076923077,B
361,257,353.0,265.0,284.0,211.0,303.0,311.0,173.0,196.0,303.0,361.0,361.0,361.0,396.0,315.0,434.0,426.0,426.0,392.0,350.6666666666667,310.625,323.61538461538464,B
376,326,388.0,353.0,288.0,388.0,315.0,303.0,319.0,146.0,173.0,207.0,357.0,326.0,342.0,292.0,388.0,415.0,376.0,365.0,338.0,319.75,321.53846153846155,B
326,307,288.0,376.0,353.0,442.0,407.0,226.0,246.0,111.0,146.0,207.0,257.0,284.0,365.0,357.0,361.0,296.0,438.0,338.0,355.5,328.875,319.46153846153845,B
396,384,411.0,461.0,392.0,273.0,219.0,273.0,257.0,276.0,361.0,311.0,411.0,434.0,407.0,273.0,253.0,361.0,296.0,311.0,373.0,338.0,317.38461538461536,B
326,303,257.0,238.0,434.0,234.0,315.0,242.0,396.0,257.0,292.0,146.0,169.0,303.0,373.0,284.0,376.0,311.0,306.0,289.3333333333333,366.3333333333333,316.3333333333333,315.3076923076923,B
257,242,326.0,142.0,349.5,243.5,301.5,319.0,286.0,265.0,288.0,174.5,172.5,270.5,298.0,220.5,380.0,278.5,316.0,267.6666666666667,359.6666666666667,294.6666666666667,313.2307692307692,B
303,315,242.0,323.0,265.0,253.0,288.0,396.0,176.0,273.0,284.0,203.0,176.0,238.0,223.0,157.0,384.0,246.0,326.0,246.0,353.0,273.0,311.15384615384613,B
261,257,226.0,342.0,269.0,303.0,257.0,326.0,134.0,138.0,115.0,142.0,138.0,307.0,369.0,276.0,384.0,326.5,374.5,326.5,289.5,344.0,309.0769230769231,B
396,323,446.0,323.0,365.0,276.0,284.0,257.0,284.0,284.0,269.0,146.0,34.0,207.0,219.0,326.0,326.0,407.0,423.0,407.0,226.0,415.0,307.0,B
288,384,319.0,361.0,407.0,315.0,346.0,311.0,265.0,242.0,223.0,261.0,242.0,361.0,315.0,288.0,273.0,288.0,296.0,369.0,234.0,328.5,331.0,B
292,269,392.0,396.0,269.0,284.0,338.0,273.0,253.0,296.0,261.0,153.0,115.0,15.0,169.0,388.0,446.0,488.0,396.0,311.0,242.0,242.0,355.0,B
253,326,434.0,388.0,284.0,353.0,423.0,319.0,346.0,265.0,165.0,92.0,134.0,169.0,307.0,334.0,323.0,292.0,476.0,438.0,249.5,315.0,379.0,B
384,338,296.0,269.0,442.0,338.0,338.0,319.0,346.0,276.0,276.0,338.0,369.0,192.0,153.0,253.0,296.0,357.0,376.0,338.0,257.0,388.0,403.0,B
392,334,273.0,426.0,388.0,453.0,307.0,303.0,211.0,253.0,173.0,284.0,138.0,203.0,138.0,223.0,292.0,419.0,392.0,315.0,388.0,326.0,365.0,B
365,334,307.0,353.0,365.0,396.0,303.0,257.0,53.0,165.0,253.0,415.0,461.0,465.0,369.0,296.0,369.0,438.0,323.0,376.0,311.0,346.0,307.0,B
388,319,346.0,407.0,234.0,296.0,326.0,176.0,107.0,438.0,457.0,388.0,423.0,363.0,361.0,305.5,346.0,370.5,290.0,355.0,251.5,252.33333333333331,307.0,B
373,276,184.0,153.0,338.0,261.0,203.0,307.0,257.0,96.0,319.0,288.0,369.0,261.0,353.0,315.0,323.0,303.0,257.0,334.0,192.0,158.66666666666666,307.0,B
226,388,265.0,407.0,265.0,215.0,253.0,242.0,257.0,192.0,246.0,307.0,242.0,315.0,288.0,338.0,238.0,307.0,246.0,338.0,223.0,65.0,307.0,B
146,169,176.0,176.0,123.0,146.0,146.0,226.0,196.0,126.0,123.0,157.0,161.0,165.0,96.0,165.0,169.0,203.0,228.5,322.5,240.0,95.75,307.0,B
169,203,192.0,169.0,246.0,292.0,315.0,276.0,311.0,265.0,269.0,265.0,238.0,234.0,246.0,238.0,226.0,273.0,211.0,307.0,257.0,126.5,307.0,B
234,234,276.0,346.0,392.0,246.0,284.0,296.0,311.0,353.0,369.0,361.0,334.0,307.0,288.0,261.0,257.0,288.0,326.0,307.0,265.0,157.25,307.0,B
315,323,338.0,423.0,392.0,392.0,326.0,303.0,203.0,223.0,203.0,238.0,319.0,269.0,288.0,253.0,242.0,288.0,234.0,207.0,273.0,188.0,307.0,B
242,353,496.0,457.0,388.0,419.0,392.0,338.0,265.0,334.0,326.0,342.0,411.0,338.0,296.0,253.0,307.0,257.0,276.3333333333333,296.6666666666667,289.6666666666667,229.0,286.6666666666667,B
184,176,346.0,269.0,376.0,276.0,323.0,473.0,476.0,473.0,426.0,292.0,292.0,88.0,69.0,53.0,107.0,282.0,318.6666666666667,386.33333333333337,306.3333333333333,270.0,266.3333333333333,B
269,188,311.0,288.0,303.0,257.0,284.0,203.0,188.0,396.0,442.0,388.0,315.0,323.0,223.0,269.0,246.0,307.0,361.0,476.0,323.0,311.0,246.0,B
146,207,146.0,188.0,161.0,219.0,257.0,111.0,303.0,223.0,338.0,326.0,196.0,296.0,257.0,376.0,188.0,188.0,276.0,380.0,333.0,299.5,254.11111111111111,B
334,457,373.0,184.0,273.0,292.0,334.0,434.0,423.0,484.0,338.0,319.0,211.0,273.0,253.0,253.0,223.0,292.0,269.0,284.0,343.0,288.0,262.22222222222223,B
326,392,369.0,369.0,269.0,296.0,219.0,342.0,369.0,419.0,319.0,269.0,253.0,192.0,242.0,269.0,361.0,269.0,315.0,334.0,353.0,276.5,270.3333333333333,B
434,353,246.0,284.0,338.0,469.0,415.0,423.0,434.0,403.0,292.0,138.0,269.0,203.0,242.0,253.0,196.0,311.0,303.0,292.0,334.0,265.0,278.44444444444446,B
384,438,357.0,265.0,134.0,165.0,88.0,23.0,169.0,323.0,388.0,361.0,361.0,253.0,242.0,238.0,246.0,234.0,318.5,285.25,315.75,275.8,286.55555555555554,B
242,365,346.0,311.0,284.0,246.0,238.0,88.0,184.0,238.0,265.0,292.0,253.0,365.0,396.0,442.0,338.0,326.0,334.0,278.5,297.5,286.6,294.6666666666667,B
365,284,242.0,269.0,188.0,307.0,215.0,211.0,226.0,165.0,238.0,253.0,234.0,269.0,319.0,373.0,353.0,307.0,320.5,271.75,279.25,297.4,302.77777777777777,B
338,426,419.0,357.0,288.0,257.0,284.0,319.0,223.0,165.0,184.0,238.0,315.0,315.0,338.0,265.0,284.0,334.0,307.0,265.0,261.0,308.2,310.8888888888889,B
242,315,323.0,342.0,311.0,369.0,207.0,315.0,215.0,273.0,273.0,315.0,88.0,111.0,276.0,373.0,376.0,303.0,257.0,357.0,223.0,319.0,319.0,B
376,465,423.0,323.0,161.0,215.0,119.0,207.0,142.0,153.0,215.0,111.0,346.0,292.0,338.0,457.0,242.0,319.0,265.0,353.0,342.0,307.0,246.0,B
361,226,265.0,365.0,265.0,253.0,361.0,153.0,261.0,157.0,219.0,369.0,303.0,319.0,234.0,403.0,323.0,296.0,253.0,326.0,261.0,292.14285714285717,227.28571428571428,B
415,392,353.0,223.0,261.0,115.0,376.0,311.0,284.0,203.0,257.0,165.0,215.0,161.0,253.0,303.0,293.5,270.3333333333333,241.5,306.1666666666667,241.16666666666666,277.2857142857143,208.57142857142856,B
238,207,253.0,211.0,323.0,276.0,230.0,207.0,234.0,138.0,188.0,319.0,306.0,271.3333333333333,322.3333333333333,360.6666666666667,264.0,244.66666666666666,230.0,286.3333333333333,221.33333333333334,262.42857142857144,189.85714285714286,B
246,261,207.0,246.0,296.0,176.0,84.0,103.0,184.0,73.0,119.0,473.0,397.0,381.66666666666663,391.66666666666663,418.3333333333333,234.5,219.0,218.5,266.5,201.5,247.57142857142856,171.14285714285714,B
488,426,384.0,365.0,326.0,265.0,242.0,257.0,288.0,307.0,61.0,296.0,488.0,492.0,461.0,476.0,205.0,193.33333333333331,207.0,246.66666666666669,181.66666666666669,232.71428571428572,152.42857142857142,B
492,426,388.0,369.0,361.0,253.0,269.0,284.0,284.0,253.0,284.0,184.0,219.0,261.0,234.0,253.0,175.5,167.66666666666666,195.5,226.83333333333334,161.83333333333334,217.85714285714286,133.71428571428572,B
265,246,269.0,265.0,257.0,203.0,161.0,146.0,173.0,296.0,261.0,211.0,223.0,265.0,234.0,246.0,146.0,142.0,184.0,207.0,142.0,203.0,115.0,B
446,465,342.0,403.0,438.0,426.0,311.0,261.0,153.0,196.0,223.0,207.0,303.0,315.0,301.5,261.0,219.0,276.5,293.5,255.0,199.5,299.5,137.7,B
257,273,219.0,234.0,269.0,419.0,392.0,442.0,338.0,338.0,107.0,142.0,284.0,365.0,369.0,276.0,292.0,411.0,403.0,303.0,257.0,396.0,160.4,B
373,334,269.0,457.0,415.0,423.0,365.0,361.0,396.0,234.0,392.0,326.0,342.0,238.0,288.0,255.0,290.0,340.0,282.0,310.75,268.57142857142856,376.14285714285717,183.1,B
453,388,219.0,65.0,153.0,92.0,211.0,157.0,384.0,307.0,219.0,96.0,219.0,173.0,207.0,234.0,288.0,269.0,161.0,318.5,280.14285714285717,356.2857142857143,205.8,B
392,292,365.0,273.0,265.0,307.0,361.0,296.0,276.0,169.0,96.0,92.0,323.0,376.0,242.0,365.0,342.0,438.0,392.0,326.25,291.7142857142857,336.42857142857144,228.5,B
484,323,384.0,276.0,307.0,265.0,319.0,307.0,242.0,303.0,15.0,23.0,188.0,446.0,346.0,361.0,457.0,338.0,353.0,334.0,303.2857142857143,316.57142857142856,251.2,B
392,396,284.0,423.0,134.0,157.0,334.0,273.0,288.0,353.0,415.0,89.66666666666667,233.0,437.0,325.3333333333333,304.6666666666667,391.6666666666667,317.3333333333333,341.6666666666667,304.6666666666667,314.85714285714283,296.7142857142857,273.9,B
215,388,373.0,411.0,265.0,357.0,426.0,461.0,376.0,192.0,146.0,156.33333333333334,278.0,428.0,304.6666666666667,248.33333333333331,326.33333333333337,296.6666666666667,330.3333333333333,275.3333333333333,326.42857142857144,276.8571428571429,296.6,B
342,457,346.0,326.0,296.0,338.0,353.0,253.0,242.0,215.0,196.0,223.0,323.0,419.0,284.0,192.0,261.0,276.0,319.0,246.0,338.0,257.0,319.29999999999995,B
203,319,407.0,269.0,315.0,288.0,257.0,157.0,238.0,146.0,65.0,207.0,353.0,384.0,373.0,442.0,296.0,376.0,373.0,346.0,384.0,365.0,342.0,B
296,388,376.0,392.0,315.0,323.0,303.0,338.0,188.0,207.0,257.0,242.0,69.0,196.0,153.0,276.0,334.0,396.0,484.0,276.0,396.0,238.0,296.0,B
357,296,323.0,269.0,276.0,203.0,273.0,257.0,338.0,7.0,88.0,126.0,269.0,334.0,496.0,469.0,411.0,496.0,303.0,384.0,269.0,415.0,276.0,B
307,392,319.0,284.0,292.0,138.0,369.0,169.0,103.0,176.0,365.0,384.0,369.0,315.0,371.0,361.3333333333333,399.3333333333333,442.0,354.3333333333333,357.0,299.6666666666667,339.3333333333333,273.6666666666667,B
53,253,453.0,226.0,134.0,34.0,157.0,242.0,469.0,307.0,457.0,303.0,384.0,388.0,246.0,253.66666666666666,387.6666666666667,388.0,405.6666666666667,330.0,330.3333333333333,263.66666666666663,271.3333333333333,B
326,138,342.0,303.0,373.0,269.0,346.0,238.0,353.0,103.0,346.0,353.0,415.0,223.0,303.0,146.0,376.0,334.0,457.0,303.0,361.0,188.0,269.0,B
173,226,323.0,361.0,215.0,257.0,307.0,169.0,203.0,257.0,446.0,442.0,476.0,438.0,426.0,442.0,442.0,469.0,404.25,293.5,347.5,223.83333333333334,285.0,B
442,469,419.0,419.0,365.0,373.0,253.0,342.0,373.0,361.0,469.0,407.0,473.0,415.0,372.5,351.5,378.5,328.5,351.5,284.0,334.0,259.6666666666667,301.0,B
496,492,423.0,438.0,357.0,361.0,146.0,196.0,323.0,453.0,442.0,419.0,426.0,392.0,319.0,261.0,315.0,188.0,298.75,274.5,320.5,295.5,317.0,B
338,273,334.0,307.0,334.0,342.0,226.0,257.0,261.0,38.0,234.0,373.0,426.0,361.0,361.0,276.0,303.0,273.0,246.0,265.0,307.0,331.33333333333337,333.0,B
215,284,265.0,253.0,346.0,353.0,276.0,276.0,346.0,57.0,11.0,84.0,334.0,403.0,453.0,415.0,357.0,334.0,284.0,284.0,423.0,367.1666666666667,349.0,B
342,242,284.0,215.0,326.0,219.0,273.0,346.0,361.0,353.0,357.0,276.0,92.0,392.0,484.0,442.0,469.0,373.0,396.0,415.0,376.0,403.0,365.0,B
407,396,342.0,415.0,365.0,3.0,34.0,384.0,426.0,461.0,438.0,353.0,446.0,388.0,451.5,419.0,457.5,350.5,375.5,398.3333333333333,363.8333333333333,380.0,353.42857142857144,B
257,284,334.0,315.0,442.0,361.0,411.0,273.0,315.0,73.0,296.0,253.0,469.0,384.0,419.0,396.0,446.0,328.0,355.0,381.6666666666667,351.6666666666667,357.0,341.85714285714283,B
373,476,226.0,146.0,415.0,396.0,284.0,311.0,173.0,92.0,403.0,484.0,465.0,419.0,361.3333333333333,351.0,389.3333333333333,305.5,334.5,365.0,339.5,334.0,330.2857142857143,B
469,403,384.0,384.0,376.0,373.0,319.0,307.0,273.0,296.0,207.0,315.0,413.0,342.0,303.6666666666667,306.0,332.6666666666667,283.0,314.0,348.3333333333333,327.3333333333333,311.0,318.7142857142857,B
346,246,238.0,265.0,219.0,303.0,153.0,223.0,246.0,342.0,326.0,369.0,361.0,265.0,246.0,261.0,276.0,260.5,293.5,331.66666666666663,315.1666666666667,288.0,307.14285714285717,B
334,207,234.0,219.0,246.0,253.0,234.0,188.0,142.0,319.0,265.0,361.0,388.0,265.0,346.0,319.0,269.0,238.0,273.0,315.0,303.0,265.0,295.57142857142856,B
326,323,311.0,392.0,369.0,453.0,442.0,365.0,384.0,492.0,469.0,492.0,426.0,384.0,373.0,253.0,296.0,223.0,153.0,126.0,238.0,238.0,284.0,B
153,184,219.0,403.0,373.0,419.0,338.0,346.0,376.0,476.0,457.0,353.0,307.0,319.0,303.0,296.0,219.0,219.0,253.0,185.0,257.3333333333333,224.0,284.0,B
242,303,257.0,238.0,276.0,219.0,307.0,265.0,307.0,434.0,469.0,419.0,438.0,384.0,434.0,465.0,307.0,342.0,323.0,244.0,276.6666666666667,210.0,284.0,B
276,103,111.0,265.0,246.0,323.0,223.0,257.0,219.0,288.0,384.0,357.0,388.0,473.0,461.0,415.0,396.0,373.0,411.0,303.0,296.0,196.0,284.0,B
269,211,273.0,246.0,219.0,276.0,384.0,373.0,396.0,457.0,376.0,319.0,273.0,338.0,373.0,288.0,296.0,257.0,192.0,207.0,275.3333333333333,237.4,289.4,B
423,438,323.0,261.0,169.0,265.0,184.0,188.0,303.0,257.0,326.0,315.0,346.0,273.0,361.0,303.0,357.0,269.0,411.0,224.5,254.66666666666666,278.8,294.8,B
303,257,157.0,273.0,219.0,338.0,453.0,392.0,396.0,276.0,288.0,223.0,311.0,319.0,426.0,292.0,334.0,361.0,438.0,242.0,234.0,320.2,300.2,B
242,284,157.0,207.0,226.0,303.0,173.0,246.0,138.0,165.0,111.0,188.0,403.0,373.0,446.0,338.0,346.0,269.0,303.0,223.0,243.5,361.6,305.6,B
311,319,257.0,288.0,423.0,365.0,353.0,296.0,407.0,238.0,319.0,173.0,207.0,111.0,142.0,153.0,365.0,392.0,419.0,323.0,253.0,403.0,311.0,B
323,215,353.0,246.0,323.0,238.0,296.0,219.0,273.0,7.0,84.0,461.0,419.0,461.0,476.0,326.0,388.0,342.0,392.0,271.6666666666667,277.3333333333333,299.3333333333333,309.6666666666667,B
142,69,446.0,376.0,407.0,246.0,338.0,211.0,326.0,232.0,149.5,426.5,382.5,478.5,380.0,268.5,367.0,253.5,365.0,220.33333333333331,301.6666666666667,195.66666666666666,308.3333333333333,B
434,207,288.0,223.0,342.0,276.0,311.0,242.0,365.0,457.0,215.0,392.0,346.0,496.0,284.0,211.0,346.0,165.0,338.0,169.0,326.0,92.0,307.0,B
134,376,223.0,319.0,146.0,376.0,392.0,273.0,419.0,469.0,465.0,303.0,176.0,307.0,257.0,184.0,246.0,276.5,403.5,230.5,330.0,180.5,380.0,B
442,215,403.0,311.0,323.0,415.0,215.0,403.0,226.0,161.0,138.0,419.0,284.0,257.0,434.0,292.0,457.0,388.0,469.0,292.0,334.0,269.0,453.0,B
442,269,419.0,207.0,376.0,276.0,223.0,411.0,369.0,269.0,388.0,496.0,273.0,446.0,242.0,438.0,269.0,419.0,188.0,384.0,157.0,342.0,447.84615384615387,B
469,192,138.0,296.0,134.0,292.0,169.0,342.0,188.0,384.0,196.0,446.0,446.0,169.0,473.0,253.0,326.0,246.0,357.0,270.5,272.5,323.2857142857143,442.6923076923077,B
84,65,403.0,226.0,369.0,184.0,353.0,138.0,311.0,284.0,315.0,219.0,434.0,446.0,296.0,276.0,342.0,276.0,438.0,157.0,388.0,304.57142857142856,437.53846153846155,B
203,396,203.0,392.0,284.0,419.0,203.0,107.0,215.0,423.0,376.0,334.0,315.0,442.0,207.0,307.0,396.0,265.4,423.4,180.2,395.0,285.85714285714283,432.38461538461536,B
211,203,157.0,442.0,442.0,369.0,488.0,307.0,419.0,376.0,315.0,338.0,423.0,303.0,269.0,423.0,265.0,254.8,408.8,203.4,402.0,267.1428571428571,427.2307692307692,B
319,426,165.0,142.0,296.0,246.0,353.0,65.0,184.0,26.0,107.0,388.0,353.0,300.6666666666667,220.33333333333334,378.0,302.0,244.2,394.2,226.6,409.0,248.42857142857142,422.0769230769231,B
438,473,307.0,476.0,261.0,57.0,219.0,92.0,284.0,72.5,247.5,297.5,288.0,298.3333333333333,171.66666666666669,333.0,339.0,233.6,379.6,249.8,416.0,229.71428571428572,416.9230769230769,B
234,426,146.0,388.0,203.0,173.0,303.0,138.0,326.0,119.0,388.0,207.0,223.0,296.0,123.0,288.0,376.0,223.0,365.0,273.0,423.0,211.0,411.7692307692308,B
323,203,319.0,192.0,434.0,276.0,303.0,157.0,326.0,92.0,215.0,438.0,84.0,92.0,265.0,357.0,488.0,226.0,376.0,292.0,496.0,269.0,406.61538461538464,B
488,461,292.0,484.0,184.0,119.0,23.0,38.0,334.0,296.0,488.0,403.0,307.0,169.0,342.0,368.6666666666667,456.7142857142857,237.57142857142858,374.42857142857144,284.2857142857143,475.57142857142856,282.14285714285717,401.46153846153845,B
384,276,353.0,269.0,457.0,119.0,376.0,442.0,126.0,61.0,426.0,388.0,419.0,396.0,392.0,380.3333333333333,425.42857142857144,249.14285714285714,372.85714285714283,276.57142857142856,455.14285714285717,295.2857142857143,396.3076923076923,B
438,365,407.0,207.0,315.0,169.0,257.0,103.0,176.0,7.0,19.0,219.0,315.0,488.0,442.0,392.0,394.1428571428571,260.7142857142857,371.2857142857143,268.85714285714283,434.7142857142857,308.42857142857144,391.15384615384613,B
288,388,242.0,365.0,153.0,188.0,365.0,226.0,107.0,365.0,292.0,219.0,357.0,238.0,38.0,184.0,362.8571428571429,272.2857142857143,369.7142857142857,261.14285714285717,414.2857142857143,321.57142857142856,386.0,B
107,234,384.0,365.0,273.0,253.0,119.0,84.0,107.0,357.0,419.0,446.0,266.5,288.0,120.5,234.0,331.57142857142856,283.85714285714283,368.14285714285717,253.42857142857144,393.8571428571429,334.7142857142857,380.8461538461538,B
426,276,242.0,165.0,42.0,173.0,315.0,276.0,342.0,303.0,342.0,184.0,176.0,338.0,203.0,284.0,300.2857142857143,295.42857142857144,366.57142857142856,245.71428571428572,373.42857142857144,347.8571428571429,375.6923076923077,B
392,257,411.0,246.0,296.0,169.0,257.0,196.0,265.0,207.0,176.0,288.0,215.0,357.0,284.0,334.0,269.0,307.0,365.0,238.0,353.0,361.0,370.53846153846155,B
134,461,361.0,453.0,384.0,438.0,346.0,357.0,192.0,195.5,220.5,280.5,238.0,349.5,297.5,340.0,301.5,374.5,345.5,255.5,356.0,352.5,365.38461538461536,B
284,442,315.0,415.0,288.0,357.0,257.0,111.0,107.0,184.0,265.0,273.0,261.0,342.0,311.0,346.0,334.0,442.0,326.0,273.0,359.0,344.0,360.2307692307692,B
57,3,42.0,311.0,488.0,426.0,465.0,411.0,315.0,438.0,196.0,157.0,346.0,353.0,496.0,376.0,365.0,315.0,286.0,303.5,362.0,335.5,355.0769230769231,B
446,384,223.0,288.0,211.0,173.0,307.0,453.0,388.0,396.0,115.0,115.0,211.0,192.0,253.0,242.0,326.0,261.0,246.0,334.0,365.0,327.0,349.9230769230769,B
442,357,453.0,423.0,288.0,307.0,269.0,288.0,173.0,57.0,307.0,223.0,365.0,265.0,388.0,288.0,438.0,384.0,438.0,457.0,392.0,318.5,344.7692307692308,B
346,353,434.0,365.0,361.0,342.0,242.0,288.0,376.0,219.0,76.0,107.0,203.0,353.0,361.0,388.0,361.0,307.0,384.0,265.0,234.0,310.0,339.61538461538464,B
303,265,388.0,342.0,403.0,196.0,315.0,34.0,146.0,338.0,415.0,465.0,220.5,334.0,351.5,363.0,313.0,282.0,322.5,294.75,264.75,301.5,334.46153846153845,B
476,369,273.0,246.0,223.0,88.0,142.0,303.0,42.0,42.0,126.0,361.0,238.0,315.0,342.0,338.0,265.0,257.0,261.0,324.5,295.5,293.0,329.30769230769226,B
115,123,165.0,253.0,246.0,361.0,219.0,273.0,296.0,319.0,215.0,188.0,269.0,361.0,392.0,369.0,346.0,438.0,340.0,354.25,326.25,284.5,324.15384615384613,B
461,338,453.0,238.0,207.0,138.0,203.0,226.0,423.0,253.0,146.0,119.0,288.0,369.0,361.0,438.0,384.0,242.0,419.0,384.0,357.0,276.0,319.0,B
315,246,342.0,242.0,323.0,188.0,257.0,242.0,292.0,369.0,261.0,276.0,369.0,338.0,392.0,273.0,342.0,373.0,415.0,369.0,419.0,219.0,317.85074626865674,B
323,211,253.0,326.0,176.0,126.0,369.0,222.5,207.5,351.5,378.5,249.33333333333334,348.3333333333333,293.0,340.6666666666667,251.0,316.3333333333333,363.57142857142856,400.7142857142857,362.42857142857144,402.42857142857144,219.57575757575756,316.7014925373134,B
373,388,415.0,288.0,357.0,276.0,242.0,203.0,123.0,334.0,496.0,222.66666666666666,327.6666666666667,248.0,289.3333333333333,229.0,290.6666666666667,354.14285714285717,386.42857142857144,355.85714285714283,385.85714285714283,220.15151515151516,315.55223880597015,B
403,342,319.0,196.0,257.0,219.0,303.0,373.0,446.0,388.0,296.0,196.0,307.0,203.0,238.0,207.0,265.0,344.7142857142857,372.1428571428571,349.2857142857143,369.2857142857143,220.72727272727272,314.4029850746269,B
307,323,269.0,273.0,246.0,246.0,196.0,265.0,396.0,223.0,284.0,138.0,3.0,26.0,274.5,232.0,266.3333333333333,335.2857142857143,357.85714285714283,342.7142857142857,352.7142857142857,221.3030303030303,313.25373134328356,B
